geo,year,houses_completed_thousands,sqft_under_1400,sqft_1400_1799,sqft_1800_2399,sqft_2400_2999,sqft_3000_3999,sqft_4000_plus,garage_1_car,garage_2_car,garage_3_plus_car,carport,no_garage_or_carport,any_garage,basement_full_or_partial,slab_or_other,crawl_space,baths_1_5_or_less,baths_2,baths_2_5,baths_3_plus,heat_forced_air_furnace,heat_pump_total,heat_pump_air_source,heat_pump_ground_source,heat_hot_water_or_steam,heat_other_or_none,with_ac,without_ac,no_fireplace,fireplace_1,fireplace_2_plus,median_sqft,average_sqft,stories_1,stories_2,stories_3_plus,lot_under_7000,lot_7000_8999,lot_9000_10999,lot_11000_21999,lot_22000_plus,with_basement_total,laundry_in_basement,with_basement_laundry_first_floor,with_basement_laundry_higher_floor,without_basement_total,without_basement_laundry_first_floor,without_basement_laundry_higher_floor,with_foyer_total,with_foyer_2_stories,with_foyer_3_plus,without_foyer_total,without_foyer_2_stories,without_foyer_3_plus,patio_only,porch_only,deck_only,patio_and_porch,porch_and_deck,patio_and_deck,patio_porch_and_deck,no_outdoor_feature,any_patio,any_porch,any_deck,bedrooms_2_or_less,bedrooms_3,bedrooms_4_plus
West,1983,200.0,,,,,,,10.0,71.0,,8.0,11.0,81.0,21.0,60.0,19.0,21.0,56.0,23.0,,58.0,27.0,,,,13.0,55.0,45.0,43.0,52.0,5.0,1545.0,1695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,52.0,19.0
West,1984,233.0,,,,,,,9.0,77.0,,6.0,9.0,85.0,17.0,62.0,20.0,14.0,57.0,29.0,,60.0,26.0,,,,12.0,55.0,45.0,37.0,57.0,7.0,1610.0,1785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,53.0,21.0
West,1985,239.0,,,,,,,10.0,77.0,,5.0,8.0,87.0,20.0,59.0,21.0,16.0,56.0,28.0,,64.0,21.0,,,,15.0,49.0,51.0,34.0,59.0,7.0,1595.0,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,55.0,21.0
West,1986,253.0,,,,,,,8.0,81.0,,5.0,6.0,89.0,19.0,59.0,21.0,13.0,54.0,33.0,,68.0,18.0,,,,13.0,50.0,50.0,30.0,63.0,7.0,1635.0,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,58.0,22.0
West,1987,259.0,,,,,,,5.0,86.0,,4.0,4.0,92.0,16.0,63.0,21.0,11.0,52.0,20.0,17.0,71.0,15.0,,,,13.0,55.0,45.0,28.0,64.0,8.0,1730.0,1870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,59.0,25.0
West,1988,248.0,,,,,,,4.0,87.0,,3.0,6.0,91.0,13.0,64.0,23.0,8.0,47.0,24.0,20.0,74.0,12.0,,,1.0,12.0,60.0,40.0,24.0,65.0,11.0,1845.0,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,57.0,29.0
West,1989,257.0,,,,,,,3.0,91.0,,3.0,3.0,94.0,11.0,67.0,22.0,5.0,46.0,25.0,24.0,78.0,10.0,,,1.0,10.0,64.0,36.0,20.0,68.0,12.0,1910.0,2065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,53.0,34.0
West,1990,255.0,,,,,,,3.0,91.0,,2.0,4.0,94.0,14.0,60.0,27.0,5.0,44.0,24.0,27.0,76.0,11.0,,,2.0,10.0,60.0,40.0,22.0,63.0,15.0,1985.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,53.0,34.0
West,1991,205.0,,,,,,,5.0,88.0,,2.0,5.0,93.0,19.0,54.0,28.0,7.0,45.0,23.0,25.0,73.0,12.0,,,2.0,13.0,55.0,45.0,29.0,59.0,12.0,1980.0,2155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,32.0
West,1992,232.0,,,,,,,3.0,71.0,20.0,2.0,4.0,94.0,23.0,52.0,25.0,7.0,44.0,30.0,20.0,75.0,13.0,,,3.0,9.0,54.0,46.0,30.0,61.0,9.0,1890.0,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,56.0,32.0
West,1993,247.0,,,,,,,3.0,68.0,22.0,2.0,5.0,93.0,25.0,48.0,27.0,7.0,46.0,30.0,17.0,76.0,12.0,,,4.0,9.0,50.0,50.0,33.0,59.0,8.0,1845.0,2050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,57.0,30.0
West,1994,285.0,,,,,,,4.0,66.0,25.0,2.0,5.0,93.0,23.0,50.0,27.0,7.0,45.0,29.0,18.0,78.0,11.0,,,5.0,7.0,50.0,50.0,35.0,58.0,8.0,1835.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,32.0
West,1995,253.0,,,,,,,4.0,66.0,24.0,1.0,6.0,93.0,21.0,53.0,25.0,6.0,45.0,29.0,19.0,78.0,9.0,,,5.0,8.0,52.0,48.0,37.0,56.0,8.0,1835.0,2045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,54.0,32.0
West,1996,269.0,,,,,,,4.0,62.0,28.0,1.0,4.0,95.0,21.0,54.0,25.0,5.0,44.0,30.0,20.0,82.0,9.0,,,4.0,5.0,54.0,46.0,35.0,60.0,5.0,1890.0,2070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,51.0,36.0
West,1997,259.0,,,,,,,3.0,64.0,27.0,2.0,3.0,95.0,20.0,57.0,24.0,4.0,43.0,30.0,22.0,83.0,8.0,,,5.0,5.0,55.0,45.0,34.0,58.0,8.0,1930.0,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,53.0,36.0
West,1998,283.0,,,,,,,4.0,62.0,29.0,1.0,3.0,96.0,20.0,56.0,23.0,5.0,40.0,32.0,24.0,83.0,7.0,,,4.0,6.0,55.0,45.0,34.0,57.0,9.0,1985.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,51.0,38.0
West,1999,310.0,14.0,23.0,29.0,17.0,12.0,5.0,4.0,63.0,29.0,1.0,3.0,96.0,21.0,57.0,22.0,4.0,39.0,32.0,24.0,85.0,7.0,,,4.0,3.0,58.0,42.0,34.0,58.0,8.0,2001.0,2234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,50.0,39.0
West,2000,286.0,14.0,24.0,28.0,17.0,12.0,5.0,3.0,62.0,30.0,1.0,3.0,96.0,21.0,56.0,23.0,5.0,38.0,31.0,26.0,84.0,7.0,7.0,1.0,5.0,3.0,60.0,40.0,37.0,55.0,8.0,2014.0,2244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,50.0,39.0
West,2001,303.0,12.0,24.0,27.0,17.0,14.0,6.0,3.0,62.0,32.0,1.0,3.0,96.0,19.0,61.0,20.0,4.0,37.0,33.0,26.0,84.0,8.0,7.0,1.0,5.0,4.0,62.0,38.0,36.0,57.0,7.0,2080.0,2317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,43.0
West,2002,325.0,13.0,22.0,27.0,18.0,14.0,6.0,3.0,60.0,33.0,1.0,3.0,96.0,18.0,63.0,19.0,3.0,37.0,32.0,28.0,84.0,8.0,7.0,1.0,4.0,3.0,66.0,34.0,36.0,55.0,9.0,2127.0,2350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,42.0
West,2003,363.0,11.0,21.0,27.0,19.0,15.0,6.0,3.0,60.0,33.0,1.0,3.0,96.0,16.0,64.0,20.0,3.0,35.0,32.0,30.0,86.0,8.0,7.0,1.0,3.0,3.0,69.0,31.0,34.0,58.0,8.0,2166.0,2387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,45.0
West,2004,409.0,11.0,21.0,29.0,19.0,15.0,6.0,3.0,61.0,31.0,2.0,2.0,96.0,15.0,65.0,20.0,3.0,37.0,31.0,29.0,88.0,7.0,6.0,1.0,3.0,2.0,74.0,26.0,40.0,53.0,7.0,2149.0,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,45.0,45.0
West,2005,437.0,10.0,19.0,28.0,19.0,16.0,7.0,4.0,59.0,33.0,1.0,2.0,97.0,16.0,63.0,21.0,3.0,33.0,35.0,30.0,87.0,8.0,7.0,,3.0,3.0,73.0,27.0,40.0,53.0,8.0,2236.0,2434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,45.0
West,2006,415.0,10.0,17.0,29.0,20.0,15.0,9.0,5.0,59.0,32.0,1.0,3.0,96.0,17.0,59.0,24.0,3.0,28.0,38.0,31.0,86.0,9.0,9.0,,2.0,3.0,73.0,27.0,40.0,52.0,8.0,2275.0,2488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,43.0,47.0
West,2007,294.0,10.0,18.0,27.0,18.0,17.0,10.0,5.0,59.0,31.0,2.0,3.0,95.0,19.0,54.0,27.0,4.0,28.0,38.0,31.0,83.0,12.0,10.0,2.0,2.0,4.0,75.0,25.0,44.0,47.0,8.0,2286.0,2524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,46.0,43.0
West,2008,190.0,13.0,19.0,26.0,16.0,16.0,10.0,6.0,59.0,28.0,1.0,5.0,94.0,20.0,53.0,27.0,5.0,27.0,37.0,30.0,78.0,12.0,10.0,2.0,2.0,7.0,71.0,29.0,47.0,44.0,9.0,2216.0,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,46.0,40.0
West,2009,118.0,12.0,22.0,27.0,17.0,13.0,9.0,6.0,60.0,26.0,2.0,6.0,92.0,21.0,52.0,28.0,6.0,31.0,37.0,26.0,75.0,14.0,12.0,2.0,3.0,8.0,69.0,31.0,46.0,44.0,10.0,2140.0,2434.0,40.0,56.0,4.0,42.0,19.0,9.0,10.0,19.0,21.0,2.0,15.0,4.0,79.0,56.0,19.0,20.0,19.0,1.0,80.0,37.0,3.0,,,,,,,,,,,,13.0,49.0,38.0
West,2010,103.0,11.0,21.0,31.0,18.0,13.0,7.0,4.0,65.0,24.0,1.0,5.0,94.0,23.0,49.0,29.0,5.0,27.0,42.0,27.0,79.0,13.0,11.0,2.0,2.0,6.0,64.0,36.0,48.0,44.0,8.0,2143.0,2386.0,37.0,60.0,3.0,47.0,18.0,8.0,11.0,15.0,23.0,3.0,16.0,4.0,77.0,50.0,25.0,20.0,19.0,1.0,80.0,40.0,3.0,15.0,19.0,4.0,31.0,8.0,2.0,9.0,12.0,57.0,67.0,23.0,13.0,47.0,40.0
West,2011,91.0,9.0,21.0,29.0,19.0,14.0,7.0,4.0,62.0,28.0,1.0,5.0,94.0,25.0,46.0,29.0,6.0,25.0,42.0,28.0,81.0,10.0,9.0,1.0,2.0,7.0,62.0,38.0,47.0,45.0,8.0,2199.0,2457.0,37.0,59.0,4.0,42.0,19.0,9.0,13.0,17.0,25.0,2.0,16.0,6.0,75.0,49.0,23.0,20.0,20.0,,80.0,40.0,4.0,16.0,18.0,6.0,29.0,9.0,2.0,9.0,11.0,56.0,65.0,26.0,12.0,46.0,43.0
West,2012,101.0,7.0,19.0,31.0,20.0,16.0,7.0,4.0,64.0,28.0,1.0,3.0,96.0,26.0,45.0,29.0,3.0,25.0,43.0,28.0,85.0,9.0,8.0,1.0,1.0,5.0,66.0,34.0,47.0,44.0,8.0,2281.0,2502.0,36.0,59.0,6.0,44.0,21.0,10.0,13.0,12.0,26.0,2.0,17.0,7.0,74.0,44.0,27.0,18.0,17.0,1.0,82.0,42.0,5.0,15.0,16.0,4.0,35.0,9.0,2.0,9.0,9.0,61.0,69.0,24.0,8.0,46.0,46.0
West,2013,129.0,5.0,18.0,28.0,23.0,18.0,8.0,3.0,64.0,30.0,1.0,3.0,96.0,27.0,46.0,27.0,2.0,23.0,42.0,33.0,85.0,11.0,11.0,1.0,1.0,3.0,73.0,27.0,49.0,44.0,7.0,2360.0,2523.0,36.0,57.0,7.0,48.0,19.0,8.0,14.0,10.0,27.0,1.0,16.0,9.0,73.0,44.0,28.0,16.0,15.0,1.0,84.0,42.0,6.0,18.0,15.0,4.0,35.0,7.0,2.0,8.0,11.0,63.0,65.0,21.0,8.0,44.0,48.0
West,2014,138.0,6.0,16.0,25.0,24.0,19.0,9.0,4.0,59.0,33.0,1.0,3.0,96.0,27.0,49.0,24.0,3.0,23.0,38.0,35.0,84.0,11.0,10.0,1.0,1.0,4.0,73.0,27.0,50.0,44.0,6.0,2453.0,2603.0,40.0,53.0,7.0,41.0,21.0,11.0,14.0,13.0,27.0,1.0,16.0,9.0,73.0,44.0,27.0,14.0,13.0,1.0,86.0,40.0,6.0,20.0,13.0,5.0,33.0,7.0,3.0,9.0,10.0,65.0,62.0,24.0,10.0,43.0,48.0
West,2015,147.0,5.0,15.0,28.0,23.0,20.0,9.0,4.0,57.0,35.0,1.0,3.0,96.0,27.0,51.0,22.0,3.0,23.0,35.0,39.0,82.0,13.0,13.0,1.0,1.0,4.0,77.0,23.0,54.0,42.0,5.0,2435.0,2615.0,42.0,53.0,5.0,41.0,21.0,11.0,14.0,13.0,27.0,1.0,17.0,8.0,73.0,43.0,28.0,17.0,16.0,1.0,83.0,37.0,4.0,16.0,17.0,3.0,34.0,7.0,3.0,10.0,10.0,63.0,68.0,23.0,9.0,41.0,50.0
West,2016,164.0,4.0,17.0,27.0,23.0,19.0,10.0,5.0,61.0,31.0,1.0,2.0,97.0,27.0,52.0,20.0,2.0,23.0,37.0,38.0,84.0,12.0,12.0,1.0,1.0,3.0,78.0,22.0,54.0,40.0,5.0,2430.0,2632.0,41.0,55.0,4.0,46.0,19.0,10.0,12.0,12.0,27.0,1.0,16.0,10.0,73.0,40.0,31.0,19.0,18.0,1.0,81.0,37.0,3.0,15.0,16.0,3.0,36.0,8.0,2.0,10.0,10.0,63.0,70.0,23.0,9.0,41.0,50.0
West,2017,180.0,6.0,15.0,29.0,25.0,17.0,8.0,3.0,63.0,30.0,1.0,3.0,96.0,26.0,54.0,20.0,3.0,23.0,35.0,38.0,82.0,14.0,14.0,1.0,1.0,3.0,79.0,21.0,60.0,32.0,7.0,2398.0,2548.0,42.0,52.0,6.0,46.0,21.0,8.0,11.0,13.0,26.0,1.0,16.0,9.0,74.0,43.0,30.0,15.0,14.0,1.0,85.0,38.0,5.0,14.0,16.0,4.0,40.0,8.0,3.0,8.0,8.0,65.0,72.0,23.0,10.0,42.0,48.0
West,2018,214.0,6.0,17.0,30.0,23.0,16.0,8.0,4.0,63.0,29.0,1.0,3.0,96.0,26.0,52.0,22.0,3.0,23.0,38.0,36.0,82.0,14.0,14.0,,,3.0,82.0,18.0,61.0,33.0,6.0,2341.0,2527.0,42.0,53.0,6.0,46.0,21.0,8.0,12.0,13.0,26.0,1.0,14.0,10.0,74.0,43.0,30.0,16.0,15.0,1.0,84.0,37.0,5.0,14.0,14.0,4.0,43.0,7.0,2.0,8.0,8.0,67.0,72.0,21.0,9.0,44.0,47.0
West,2019,221.0,8.0,18.0,31.0,23.0,14.0,7.0,4.0,64.0,28.0,1.0,3.0,96.0,24.0,54.0,22.0,3.0,27.0,37.0,33.0,79.0,17.0,16.0,1.0,1.0,3.0,83.0,17.0,66.0,28.0,6.0,2279.0,2450.0,45.0,48.0,7.0,46.0,21.0,7.0,12.0,14.0,24.0,,14.0,9.0,76.0,46.0,29.0,15.0,14.0,1.0,85.0,34.0,6.0,14.0,14.0,5.0,41.0,9.0,2.0,7.0,8.0,64.0,71.0,23.0,11.0,46.0,43.0
West,2020,223.0,7.0,20.0,31.0,20.0,14.0,8.0,4.0,65.0,26.0,1.0,4.0,95.0,24.0,55.0,20.0,4.0,27.0,34.0,36.0,80.0,17.0,16.0,1.0,,3.0,86.0,14.0,67.0,28.0,5.0,2242.0,2449.0,46.0,48.0,6.0,49.0,20.0,7.0,11.0,12.0,24.0,1.0,14.0,9.0,76.0,47.0,28.0,12.0,11.0,1.0,88.0,37.0,5.0,13.0,15.0,3.0,44.0,8.0,3.0,7.0,7.0,67.0,74.0,21.0,11.0,44.0,45.0
West,2021,237.0,8.0,19.0,32.0,18.0,16.0,7.0,4.0,65.0,27.0,1.0,3.0,96.0,22.0,58.0,20.0,3.0,26.0,35.0,36.0,79.0,17.0,16.0,1.0,,4.0,87.0,13.0,70.0,25.0,5.0,2206.0,2446.0,43.0,51.0,6.0,52.0,20.0,8.0,10.0,10.0,22.0,1.0,13.0,8.0,78.0,46.0,30.0,14.0,13.0,1.0,86.0,37.0,5.0,12.0,15.0,4.0,43.0,8.0,3.0,7.0,9.0,65.0,73.0,22.0,11.0,42.0,47.0
West,2022,233.0,8.0,19.0,30.0,21.0,15.0,7.0,4.0,64.0,27.0,1.0,4.0,95.0,24.0,58.0,18.0,3.0,24.0,36.0,36.0,72.0,25.0,25.0,,,3.0,93.0,7.0,71.0,26.0,3.0,2284.0,2457.0,43.0,51.0,6.0,50.0,17.0,9.0,12.0,13.0,24.0,,12.0,12.0,76.0,46.0,28.0,12.0,11.0,1.0,88.0,40.0,5.0,13.0,17.0,5.0,43.0,9.0,2.0,5.0,7.0,63.0,74.0,21.0,11.0,43.0,46.0
West,2023,214.0,11.0,20.0,30.0,17.0,14.0,8.0,5.0,64.0,24.0,1.0,6.0,93.0,19.0,65.0,16.0,5.0,27.0,33.0,35.0,67.0,29.0,28.0,1.0,,4.0,95.0,5.0,74.0,22.0,4.0,2126.0,2413.0,45.0,49.0,6.0,52.0,16.0,6.0,11.0,14.0,19.0,1.0,9.0,9.0,81.0,49.0,30.0,12.0,11.0,1.0,88.0,38.0,5.0,13.0,24.0,3.0,37.0,7.0,3.0,5.0,8.0,58.0,73.0,18.0,13.0,44.0,42.0
West,2024,227.0,12.0,23.0,28.0,19.0,12.0,7.0,5.0,65.0,22.0,1.0,7.0,92.0,18.0,68.0,14.0,6.0,26.0,33.0,34.0,64.0,31.0,30.0,,,6.0,96.0,4.0,76.0,19.0,5.0,2131.0,2357.0,44.0,50.0,6.0,55.0,14.0,7.0,11.0,14.0,18.0,,8.0,9.0,82.0,50.0,31.0,12.0,12.0,1.0,88.0,38.0,5.0,10.0,27.0,3.0,40.0,6.0,2.0,5.0,7.0,57.0,78.0,16.0,14.0,45.0,41.0
West,2025,224.0,14.0,21.0,29.0,17.0,12.0,7.0,7.0,65.0,22.0,1.0,6.0,93.0,16.0,70.0,14.0,5.0,26.0,34.0,35.0,51.0,42.0,42.0,,,6.0,96.0,4.0,77.0,19.0,4.0,2090.0,2336.0,46.0,46.0,8.0,56.0,14.0,7.0,10.0,12.0,16.0,,8.0,6.0,84.0,51.0,32.0,11.0,10.0,1.0,89.0,36.0,7.0,11.0,23.0,3.0,41.0,7.0,3.0,5.0,8.0,60.0,76.0,18.0,13.0,43.0,43.0
